tenure,warehouse_to_home,num_devices_registered,satisfaction_score,num_addresses,days_since_last_order,cashback_amount,preferred_order_category,marital_status,has_complained,days_missing_flag,tenure_missing_flag,lifecycle_stage,is_new_customer,is_established,tenure_segment,recency_risk,is_very_recent,is_dormant,is_active_stable,recency_bin,product_risk_category,is_tech_buyer,is_grocery_buyer,is_fashion_buyer,demographic_stability,is_single,is_married,is_divorced,value_tier,cashback_per_month,is_high_value,is_low_spender,composite_risk_score,churn
5,16.0,3,3,7,3,134.33,Mobile,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,26.866001,0,0,1,0
5,19.0,4,4,2,2,134.0,Mobile,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,26.8,0,0,1,0
5,8.0,3,1,1,6,130.68,Mobile,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,26.135998,0,0,2,0
5,6.0,3,5,2,0,129.56,Mobile,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,25.911999,0,0,2,0
5,35.0,4,4,2,1,128.37,Mobile,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,25.674,0,0,2,0
5,8.0,3,5,2,0,128.27,Mobile,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,25.654001,0,0,1,0
5,13.0,1,4,2,3,127.94,Mobile,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,25.588001,0,0,1,0
5,25.0,2,3,7,2,127.59,Mobile,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,25.518,0,0,2,1
5,25.0,1,3,7,2,127.59,Mobile,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,25.518,0,0,2,1
5,19.0,4,4,2,2,127.43,Mobile,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,25.486,0,0,1,0
5,11.0,3,4,3,7,127.18,Mobile,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,25.436,0,0,2,0
5,14.0,3,5,2,2,124.39,Mobile,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,low_value,24.878,0,0,2,0
5,14.0,3,4,2,7,123.7,Mobile,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,24.74,0,0,1,0
5,14.0,4,4,7,2,123.32,Mobile,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,low_value,24.664,0,0,1,0
5,6.0,3,2,1,2,123.14,Mobile,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,low_value,24.628,0,0,1,0
4,18.0,3,3,2,8,295.45,Others,Divorced,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_other,0,0,0,moderate_risk,0,0,1,medium_value,73.8625,0,0,0,1
4,14.0,3,4,4,0,264.22,Grocery,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,lowest_risk_grocery,0,1,0,unstable_high_risk,1,0,0,medium_value,66.055,0,0,1,0
4,31.0,2,4,6,1,256.94,Grocery,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,lowest_risk_grocery,0,1,0,unstable_high_risk,1,0,0,medium_value,64.235,0,0,2,1
4,24.0,4,5,3,9,244.16,Fashion,Divorced,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,61.04,0,0,1,0
4,15.0,2,5,2,8,239.16,Fashion,Married,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,59.79,0,0,1,0
4,15.0,2,5,2,8,239.16,Fashion,Divorced,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,59.79,0,0,1,0
4,9.0,3,3,10,2,236.75,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,59.1875,0,0,0,0
4,27.0,4,5,2,47,224.57,Laptop & Accessory,Married,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,56.1425,0,0,1,0
4,17.0,4,3,11,47,221.67,Fashion,Single,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,55.4175,0,0,2,0
4,12.0,4,1,4,47,219.19,Fashion,Married,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,54.7975,0,0,1,0
4,36.0,4,4,5,47,217.5,Fashion,Married,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,54.375,0,0,1,0
4,32.0,5,4,4,47,215.94,Fashion,Single,1,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,53.985,0,0,3,1
4,13.0,4,1,10,47,215.57,Fashion,Married,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,53.8925,0,0,1,0
4,16.0,3,3,5,47,210.31,Fashion,Married,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,52.5775,0,0,1,0
4,7.0,5,3,3,47,209.74,Fashion,Single,0,1,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,moderate_risk_fashion,0,0,1,unstable_high_risk,1,0,0,medium_value,52.435,0,0,2,0
4,29.0,4,5,2,9,209.12,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,52.28,0,0,0,0
4,14.0,3,2,2,9,207.93,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,51.9825,0,0,0,0
4,14.0,3,1,2,9,207.93,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,51.9825,0,0,0,0
4,15.0,3,4,2,8,206.48,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,51.62,0,0,0,0
4,11.0,3,5,1,7,199.36,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,49.84,0,0,1,0
4,8.0,3,3,2,6,198.52,Fashion,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,49.63,0,0,1,0
4,15.0,4,3,7,8,197.64,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,49.41,0,0,0,0
4,22.0,5,5,4,8,196.4,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,49.1,0,0,0,0
4,13.0,3,5,3,2,196.37,Fashion,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,moderate_risk_fashion,0,0,1,stable_low_risk,0,1,0,medium_value,49.0925,0,0,0,0
4,9.0,5,2,7,1,193.77,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,48.4425,0,0,2,0
4,9.0,5,1,7,1,193.77,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,48.4425,0,0,2,0
4,10.0,3,4,2,7,193.55,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,48.3875,0,0,1,1
4,17.0,5,3,3,5,190.78,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,47.695,0,0,0,0
4,17.0,5,3,3,5,190.78,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,47.695,0,0,0,0
4,19.0,4,3,2,5,190.77,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,47.6925,0,0,1,0
4,13.0,4,3,2,9,189.43,Fashion,Divorced,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,moderate_risk_fashion,0,0,1,moderate_risk,0,0,1,medium_value,47.3575,0,0,0,0
4,29.0,5,3,4,1,188.8,Laptop & Accessory,Divorced,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,47.2,0,0,1,1
4,29.0,5,3,4,1,188.8,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,47.2,0,0,1,1
4,16.0,4,1,2,8,188.47,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,47.1175,0,0,1,0
4,12.0,5,3,3,3,186.18,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,46.545,0,0,0,0
4,9.0,6,1,4,3,185.91,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,46.4775,0,0,1,0
4,11.0,3,3,2,2,183.46,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,45.865,0,0,0,0
4,35.0,4,1,3,10,182.75,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,45.6875,0,0,0,0
4,35.0,4,2,3,10,182.75,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,45.6875,0,0,0,0
4,34.0,4,2,9,8,178.04,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,44.51,0,0,0,0
4,34.0,4,1,9,8,178.04,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,44.51,0,0,0,0
4,23.0,4,3,10,3,178.01,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,44.5025,0,0,0,0
4,23.0,4,3,10,3,178.01,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,44.5025,0,0,0,0
4,23.0,2,3,5,8,177.94,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,44.485,0,0,0,0
4,11.0,5,4,3,8,177.09,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,44.2725,0,0,1,0
4,13.0,3,2,5,7,175.47,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,43.8675,0,0,0,0
4,9.0,5,5,2,8,174.68,Mobile Phone,Single,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,medium_value,43.67,0,0,2,0
4,14.0,4,5,9,3,172.79,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,43.1975,0,0,0,0
4,32.0,4,3,9,3,172.36,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,43.09,0,0,1,0
4,32.0,4,3,9,3,172.36,Laptop & Accessory,Divorced,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,43.09,0,0,1,0
4,13.0,5,2,2,8,171.27,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,42.8175,0,0,0,0
4,26.0,3,3,2,0,169.32,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,42.33,0,0,0,0
4,26.0,3,3,2,0,169.32,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,42.33,0,0,0,0
4,13.0,2,2,5,7,169.29,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,42.3225,0,0,0,0
4,13.0,1,1,5,7,169.29,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,42.3225,0,0,0,0
4,17.0,3,5,2,1,168.33,Laptop & Accessory,Divorced,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,42.0825,0,0,1,0
4,30.0,4,5,2,8,168.12,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,42.03,0,0,1,0
4,9.0,5,1,3,9,166.52,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,41.63,0,0,0,0
4,36.0,4,5,10,4,166.15,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,41.5375,0,0,0,0
4,16.0,3,1,3,4,165.83,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,41.4575,0,0,1,0
4,8.0,3,2,5,5,165.82,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,41.455,0,0,2,0
4,8.0,3,1,5,5,165.82,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,41.455,0,0,2,0
4,7.0,4,1,3,8,165.11,Laptop & Accessory,Single,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,41.2775,0,0,1,0
4,8.0,4,5,4,0,164.1,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,41.025,0,0,0,0
4,8.0,4,5,4,0,164.1,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,41.025,0,0,0,0
4,7.0,6,3,5,3,163.33,Mobile Phone,Divorced,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,medium_value,40.8325,0,0,1,0
4,7.0,6,3,5,3,163.33,Mobile Phone,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,40.8325,0,0,1,0
4,12.0,5,2,11,4,162.61,Mobile Phone,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,40.6525,0,0,1,0
4,8.0,4,4,3,8,162.48,Mobile Phone,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,40.62,0,0,1,0
4,7.0,4,4,3,8,162.48,Mobile Phone,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,40.62,0,0,1,0
4,8.0,4,4,2,8,160.79,Mobile Phone,Married,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,40.1975,0,0,2,0
4,7.0,4,4,2,8,160.79,Mobile Phone,Divorced,1,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,high_risk_tech,1,0,0,moderate_risk,0,0,1,medium_value,40.1975,0,0,2,0
4,6.0,3,2,9,5,159.93,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,39.9825,0,0,2,1
4,6.0,3,1,9,5,159.93,Laptop & Accessory,Single,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,unstable_high_risk,1,0,0,medium_value,39.9825,0,0,2,1
4,14.0,4,3,3,10,159.91,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,39.9775,0,0,0,0
4,13.0,3,1,4,7,159.15,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,39.7875,0,0,0,0
4,18.0,3,1,1,5,158.55,Laptop & Accessory,Married,1,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,39.6375,0,0,1,0
4,12.0,4,5,7,31,157.04,Mobile Phone,Married,0,0,0,growing_moderate,0,0,4-6 months,dormant_high_risk,0,1,0,31+ days,high_risk_tech,1,0,0,stable_low_risk,0,1,0,medium_value,39.26,0,0,2,0
4,29.0,4,1,1,8,155.82,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,38.955,0,0,0,0
4,29.0,4,2,1,8,155.82,Laptop & Accessory,Divorced,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,moderate_risk,0,0,1,medium_value,38.955,0,0,0,0
4,16.0,4,5,3,11,155.72,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,active_low_risk,0,0,1,8-14 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,38.93,0,0,0,0
4,14.0,4,4,2,3,154.83,Mobile Phone,Single,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,high_risk_tech,1,0,0,unstable_high_risk,1,0,0,medium_value,38.7075,0,0,2,0
4,11.0,3,1,2,2,154.76,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,38.69,0,0,0,0
4,35.0,4,1,2,7,154.68,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,38.67,0,0,0,0
4,12.0,2,2,5,7,154.6,Laptop & Accessory,Married,0,0,0,growing_moderate,0,0,4-6 months,recent_new_customer,1,0,0,0-7 days,low_risk_electronics,0,0,0,stable_low_risk,0,1,0,medium_value,38.65,0,0,0,0
